"question_id","year","question_number","source_ref"
,"2022","675","GEOG-P2-2022-5c"
,"2022","676","GEOG-P2-2022-5d"
,"2022","677","GEOG-P2-2022-5e"
,"2022","678","GEOG-P2-2022-6a"
,"2022","679","GEOG-P2-2022-6b"
,"2022","680","GEOG-P2-2022-6c"
,"2022","681","GEOG-P2-2022-7a"
,"2022","682","GEOG-P2-2022-7b"
,"2022","683","GEOG-P2-2022-7c"
,"2022","684","GEOG-P2-2022-8a"
,"2022","685","GEOG-P2-2022-8b"
,"2022","686","GEOG-P2-2022-8c"
,"2021","650","GEOG-P2-2021-1a"
,"2021","651","GEOG-P2-2021-1b"
,"2021","652","GEOG-P2-2021-1c"
,"2021","653","GEOG-P2-2021-1d"
,"2021","654","GEOG-P2-2021-2a"
,"2021","655","GEOG-P2-2021-2b"
,"2021","656","GEOG-P2-2021-2c"
,"2021","657","GEOG-P2-2021-3a"
,"2021","658","GEOG-P2-2021-3b"
,"2021","659","GEOG-P2-2021-3c"
,"2021","660","GEOG-P2-2021-4a"
,"2021","661","GEOG-P2-2021-4b"
,"2021","662","GEOG-P2-2021-4c"
,"2021","663","GEOG-P2-2021-5a"
,"2021","664","GEOG-P2-2021-5b"
,"2021","665","GEOG-P2-2021-5c"
,"2021","666","GEOG-P2-2021-5d"
,"2021","667","GEOG-P2-2021-5e"
,"2021","668","GEOG-P2-2021-6a"
,"2021","669","GEOG-P2-2021-6b"
,"2021","670","GEOG-P2-2021-6d"
,"2021","671","GEOG-P2-2021-7a"
,"2021","672","GEOG-P2-2021-7b"
,"2021","673","GEOG-P2-2021-7c"
,"2021","674","GEOG-P2-2021-8a"
,"2021","675","GEOG-P2-2021-8b"
,"2021","676","GEOG-P2-2021-8c"
,"2020","650","GEOG-P2-2020-1a"
,"2020","651","GEOG-P2-2020-1a(1)"
,"2020","652","GEOG-P2-2020-1a(2)"
,"2020","653","GEOG-P2-2020-1a(3)"
,"2020","654","GEOG-P2-2020-1a(4)"
,"2020","655","GEOG-P2-2020-1a(5)"
,"2020","656","GEOG-P2-2020-1a(6)"
,"2020","657","GEOG-P2-2020-1a(7)"
,"2020","658","GEOG-P2-2020-1a(8)"
,"2020","659","GEOG-P2-2020-1a(9)"
,"2020","660","GEOG-P2-2020-1a(10)"
,"2020","661","GEOG-P2-2020-1b"
,"2020","662","GEOG-P2-2020-1c"
,"2020","663","GEOG-P2-2020-1d"
,"2020","664","GEOG-P2-2020-2a"
,"2020","665","GEOG-P2-2020-2b"
,"2020","666","GEOG-P2-2020-2c"
,"2020","667","GEOG-P2-2020-3a"
,"2020","668","GEOG-P2-2020-3b"
,"2020","669","GEOG-P2-2020-3c"
,"2020","670","GEOG-P2-2020-4a"
,"2020","671","GEOG-P2-2020-4b"
,"2020","672","GEOG-P2-2020-4c"
,"2020","673","GEOG-P2-2020-5a"
,"2020","674","GEOG-P2-2020-5b"
,"2020","675","GEOG-P2-2020-5c"
,"2020","676","GEOG-P2-2020-5d"
,"2020","677","GEOG-P2-2020-5e"
,"2020","678","GEOG-P2-2020-6a"
,"2020","679","GEOG-P2-2020-6b"
,"2020","680","GEOG-P2-2020-6c"
,"2020","681","GEOG-P2-2020-7a"
,"2020","682","GEOG-P2-2020-7b"
,"2020","683","GEOG-P2-2020-7c"
,"2020","684","GEOG-P2-2020-8a"
,"2020","685","GEOG-P2-2020-8b"
,"2020","686","GEOG-P2-2020-8c"
