"question_id","year","question_number","source_ref"
,"2025","550","HIST-P2-2025-1a"
,"2025","551","HIST-P2-2025-1b"
,"2025","552","HIST-P2-2025-1c"
,"2025","553","HIST-P2-2025-1d"
,"2025","554","HIST-P2-2025-1e"
,"2025","555","HIST-P2-2025-2a"
,"2025","556","HIST-P2-2025-2b"
,"2025","557","HIST-P2-2025-2c"
,"2025","558","HIST-P2-2025-3a"
,"2025","559","HIST-P2-2025-3b"
,"2025","560","HIST-P2-2025-3c"
,"2025","561","HIST-P2-2025-4a"
,"2025","562","HIST-P2-2025-4b"
,"2025","563","HIST-P2-2025-4c"
,"2025","564","HIST-P2-2025-5a"
,"2025","565","HIST-P2-2025-5b"
,"2025","566","HIST-P2-2025-5c"
,"2025","567","HIST-P2-2025-5d"
,"2025","568","HIST-P2-2025-5e"
,"2025","569","HIST-P2-2025-6a"
,"2025","570","HIST-P2-2025-6b"
,"2025","571","HIST-P2-2025-6c"
,"2025","572","HIST-P2-2025-7a"
,"2025","573","HIST-P2-2025-7b"
,"2025","574","HIST-P2-2025-7c"
,"2025","575","HIST-P2-2025-8a"
,"2025","576","HIST-P2-2025-8b"
,"2025","577","HIST-P2-2025-8c"
,"2024","550","HIST-P2-2024-1a"
,"2024","551","HIST-P2-2024-1b"
,"2024","552","HIST-P2-2024-1c"
,"2024","553","HIST-P2-2024-1d"
,"2024","554","HIST-P2-2024-1e"
,"2024","555","HIST-P2-2024-2a"
,"2024","556","HIST-P2-2024-2b"
,"2024","557","HIST-P2-2024-2c"
,"2024","558","HIST-P2-2024-3a"
,"2024","559","HIST-P2-2024-3b"
,"2024","560","HIST-P2-2024-3c"
,"2024","561","HIST-P2-2024-4a"
,"2024","562","HIST-P2-2024-4b"
,"2024","563","HIST-P2-2024-4c"
,"2024","564","HIST-P2-2024-5a"
,"2024","565","HIST-P2-2024-5b"
,"2024","566","HIST-P2-2024-5c"
,"2024","567","HIST-P2-2024-5d"
,"2024","568","HIST-P2-2024-5e"
,"2024","569","HIST-P2-2024-6a"
,"2024","570","HIST-P2-2024-6b"
,"2024","571","HIST-P2-2024-6c"
,"2024","572","HIST-P2-2024-7a"
,"2024","573","HIST-P2-2024-7b"
,"2024","574","HIST-P2-2024-7c"
,"2024","575","HIST-P2-2024-8a"
,"2024","576","HIST-P2-2024-8b"
,"2024","577","HIST-P2-2024-8c"
,"2023","550","HIST-P2-2023-1a"
,"2023","551","HIST-P2-2023-1b"
,"2023","552","HIST-P2-2023-1c"
,"2023","553","HIST-P2-2023-1d"
,"2023","554","HIST-P2-2023-1e"
,"2023","555","HIST-P2-2023-2a"
,"2023","556","HIST-P2-2023-2b"
,"2023","557","HIST-P2-2023-2c"
,"2023","558","HIST-P2-2023-3a"
,"2023","559","HIST-P2-2023-3b"
,"2023","560","HIST-P2-2023-3c"
,"2023","561","HIST-P2-2023-4a"
,"2023","562","HIST-P2-2023-4b"
,"2023","563","HIST-P2-2023-4c"
,"2023","564","HIST-P2-2023-5a"
,"2023","565","HIST-P2-2023-5b"
,"2023","566","HIST-P2-2023-5c"
,"2023","567","HIST-P2-2023-5d"
,"2023","568","HIST-P2-2023-5e"
