file,year,paper,question_number,paper_local_number,global_number,en_len,verdict,best_score,matched_year,matched_qno,ocr_derived
UPSCCSEMains2014GS1.json,2014,GS1,14,14,14,117,unverifiable,56.0,2022,15,false
UPSCCSEMains2014GS1.json,2014,GS1,15,15,15,125,unverifiable,58.5,2015,,false
UPSCCSEMains2014GS1.json,2014,GS1,16,16,16,130,unverifiable,52.7,2015,19,false
UPSCCSEMains2014GS1.json,2014,GS1,17,17,17,119,unverifiable,60.0,2022,20,false
UPSCCSEMains2014GS1.json,2014,GS1,18,18,18,135,unverifiable,53.4,2025,1,false
UPSCCSEMains2014GS1.json,2014,GS1,19,19,19,115,unverifiable,58.4,2015,,false
UPSCCSEMains2014GS1.json,2014,GS1,20,20,20,119,unverifiable,53.2,2025,14,false
UPSCCSEMains2014GS2.json,2014,GS2,1,1,21,174,unverifiable,52.1,2015,16,false
UPSCCSEMains2014GS2.json,2014,GS2,2,2,22,141,unverifiable,53.6,2024,,false
UPSCCSEMains2014GS2.json,2014,GS2,3,3,23,140,unverifiable,50.0,2022,7,false
UPSCCSEMains2014GS2.json,2014,GS2,4,4,24,117,unverifiable,60.5,2022,5,false
UPSCCSEMains2014GS2.json,2014,GS2,5,5,25,134,unverifiable,55.6,2025,12,false
UPSCCSEMains2014GS2.json,2014,GS2,6,6,26,131,unverifiable,54.3,2022,3,false
UPSCCSEMains2014GS2.json,2014,GS2,7,7,27,108,unverifiable,53.3,2022,1,false
UPSCCSEMains2014GS2.json,2014,GS2,8,8,28,128,unverifiable,54.8,2015,11,false
UPSCCSEMains2014GS2.json,2014,GS2,9,9,29,120,unverifiable,59.5,2025,17,false
UPSCCSEMains2014GS2.json,2014,GS2,10,10,30,112,unverifiable,53.2,2024,,false
UPSCCSEMains2014GS2.json,2014,GS2,11,11,31,126,unverifiable,54.8,2025,5,false
UPSCCSEMains2014GS2.json,2014,GS2,12,12,32,125,unverifiable,53.2,2022,7,false
UPSCCSEMains2014GS2.json,2014,GS2,13,13,33,139,unverifiable,56.9,2025,12,false
UPSCCSEMains2014GS2.json,2014,GS2,14,14,34,117,unverifiable,59.0,2025,15,false
UPSCCSEMains2014GS2.json,2014,GS2,15,15,35,138,unverifiable,51.5,2022,8,false
UPSCCSEMains2014GS2.json,2014,GS2,16,16,36,109,unverifiable,60.2,2025,19,false
UPSCCSEMains2014GS2.json,2014,GS2,17,17,37,136,unverifiable,51.1,2022,1,false
UPSCCSEMains2014GS2.json,2014,GS2,18,18,38,124,unverifiable,56.3,2022,10,false
UPSCCSEMains2014GS2.json,2014,GS2,19,19,39,122,unverifiable,57.1,2025,12,false
UPSCCSEMains2014GS2.json,2014,GS2,20,20,40,149,unverifiable,52.7,2022,1,false
UPSCCSEMains2014GS3.json,2014,GS3,1,1,41,111,unverifiable,51.9,2015,10,false
UPSCCSEMains2014GS3.json,2014,GS3,2,2,42,116,unverifiable,54.0,2025,11,false
UPSCCSEMains2014GS3.json,2014,GS3,3,3,43,120,unverifiable,55.6,2025,19,false
UPSCCSEMains2014GS3.json,2014,GS3,4,4,44,122,unverifiable,55.5,2025,15,false
UPSCCSEMains2014GS3.json,2014,GS3,5,5,45,144,unverifiable,61.3,2015,6,false
UPSCCSEMains2014GS3.json,2014,GS3,6,6,46,127,unverifiable,55.7,2022,16,false
UPSCCSEMains2014GS3.json,2014,GS3,7,7,47,134,unverifiable,55.4,2025,15,false
UPSCCSEMains2014GS3.json,2014,GS3,8,8,48,110,unverifiable,64.9,2024,6,false
UPSCCSEMains2014GS3.json,2014,GS3,9,9,49,111,unverifiable,57.3,2022,10,false
UPSCCSEMains2014GS3.json,2014,GS3,10,10,50,115,unverifiable,54.0,2022,13,false
UPSCCSEMains2014GS3.json,2014,GS3,11,11,51,154,unverifiable,52.4,2025,12,false
UPSCCSEMains2014GS3.json,2014,GS3,12,12,52,133,unverifiable,55.0,2025,10,false
UPSCCSEMains2014GS3.json,2014,GS3,13,13,53,135,unverifiable,52.6,2025,19,false
UPSCCSEMains2014GS3.json,2014,GS3,14,14,54,145,unverifiable,56.6,2022,3,false
UPSCCSEMains2014GS3.json,2014,GS3,15,15,55,139,unverifiable,50.0,2025,5,false
UPSCCSEMains2014GS3.json,2014,GS3,16,16,56,120,unverifiable,52.0,2025,15,false
UPSCCSEMains2014GS3.json,2014,GS3,17,17,57,133,unverifiable,53.7,2025,6,false
UPSCCSEMains2014GS3.json,2014,GS3,18,18,58,137,unverifiable,80.0,2025,10,false
UPSCCSEMains2014GS3.json,2014,GS3,19,19,59,133,unverifiable,54.5,2025,11,false
UPSCCSEMains2014GS3.json,2014,GS3,20,20,60,140,unverifiable,52.2,2015,18,false
UPSCCSEMains2014GS4.json,2014,GS4,1a,1a,,112,unverifiable,52.3,2022,2,false
UPSCCSEMains2014GS4.json,2014,GS4,1b,1b,,138,unverifiable,55.0,2025,11,false
UPSCCSEMains2014GS4.json,2014,GS4,2a,2a,,110,unverifiable,53.7,2022,7,false
UPSCCSEMains2014GS4.json,2014,GS4,2b,2b,,115,unverifiable,56.6,2022,1,false
UPSCCSEMains2014GS4.json,2014,GS4,3a,3a,,199,unverifiable,50.0,2025,9,false
UPSCCSEMains2014GS4.json,2014,GS4,3b,3b,,110,unverifiable,52.8,2015,14,false
UPSCCSEMains2014GS4.json,2014,GS4,4a,4a,,103,unverifiable,50.5,2025,1,false
UPSCCSEMains2014GS4.json,2014,GS4,4b,4b,,144,unverifiable,51.7,2025,7,false
UPSCCSEMains2014GS4.json,2014,GS4,5a,5a,,157,unverifiable,52.0,2025,5,false
UPSCCSEMains2014GS4.json,2014,GS4,5b,5b,,135,unverifiable,50.0,2025,14,false
UPSCCSEMains2014GS4.json,2014,GS4,6,6,66,111,unverifiable,63.3,2025,9,false
UPSCCSEMains2014GS4.json,2014,GS4,7,7,67,118,unverifiable,50.9,2022,12,false
UPSCCSEMains2014GS4.json,2014,GS4,8,8,68,1347,unverifiable,60.0,2025,2,false
UPSCCSEMains2014GS4.json,2014,GS4,9,9,69,1410,unverifiable,55.6,2025,9,false
UPSCCSEMains2014GS4.json,2014,GS4,10,10,70,1507,unverifiable,52.5,2025,10,false
UPSCCSEMains2014GS4.json,2014,GS4,11,11,71,1306,unverifiable,62.5,2025,1,false
UPSCCSEMains2014GS4.json,2014,GS4,12,12,72,1574,unverifiable,51.9,2025,14,false
UPSCCSEMains2014GS4.json,2014,GS4,13,13,73,1324,unverifiable,56.8,2025,8,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,21,1,1,190,variant,92.0,2015,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,22,2,2,184,exact,97.8,2015,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,23,3,3,101,exact,100.0,2015,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,24,4,4,107,orphan,53.3,2015,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,25,5,5,141,variant,92.8,2015,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,26,6,6,107,orphan,51.9,2015,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,27,7,7,80,orphan,63.3,2015,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,28,8,8,73,orphan,54.2,2024,17,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,29,9,9,82,orphan,60.5,2025,8,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,30,10,10,88,orphan,64.4,2015,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,31,11,11,104,orphan,59.2,2022,13,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,32,12,12,91,orphan,58.4,2022,14,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,33,13,13,124,orphan,54.2,2025,14,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,34,14,14,111,orphan,51.9,2022,4,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,35,15,15,107,orphan,54.7,2022,13,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,36,16,16,104,orphan,56.3,2015,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,37,17,17,103,orphan,55.4,2025,14,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,38,18,18,92,orphan,57.0,2025,8,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,39,19,19,119,orphan,62.9,2025,14,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS1,40,20,20,88,orphan,53.5,2022,13,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,41,1,21,118,orphan,59.1,2022,12,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,42,2,22,137,orphan,52.6,2022,11,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,43,3,23,118,orphan,54.8,2025,15,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,44,4,24,112,orphan,74.1,2025,14,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,45,5,25,108,orphan,55.3,2022,18,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,46,6,26,117,orphan,52.6,2025,1,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,47,7,27,105,orphan,66.7,2025,8,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,48,8,28,117,orphan,56.6,2025,5,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,49,9,29,115,orphan,53.2,2022,11,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,50,10,30,105,orphan,54.5,2022,9,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,51,11,31,136,orphan,55.6,2025,12,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,52,12,32,118,orphan,53.5,2025,13,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,53,13,33,163,orphan,57.9,2025,1,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,54,14,34,120,orphan,58.8,2025,16,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,55,15,35,125,orphan,51.2,2025,6,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,56,16,36,139,orphan,51.9,2025,9,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,57,17,37,107,orphan,56.7,2025,1,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,58,18,38,118,orphan,55.6,2024,20,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,59,19,39,98,orphan,54.6,2025,12,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS2,60,20,40,154,orphan,51.1,2025,2,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,61,1,61,101,unverifiable,57.3,2024,8,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,62,1,61,112,unverifiable,52.8,2024,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,63,2,62,143,unverifiable,52.9,2025,16,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,64,2,62,104,unverifiable,60.0,2022,4,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,65,3,63,117,unverifiable,57.1,2025,6,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,66,3,63,136,unverifiable,53.7,2024,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,67,4,64,123,unverifiable,55.4,2024,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,68,4,64,112,unverifiable,56.4,2024,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,69,5,65,132,unverifiable,52.8,2024,19,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,70,5,65,214,unverifiable,50.5,2022,4,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,71,6,66,141,unverifiable,56.1,2025,12,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,72,7,67,160,unverifiable,49.4,2024,,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,73,8,68,1495,unverifiable,60.0,2025,2,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,74,9,69,1410,unverifiable,52.5,2025,10,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,75,10,70,1603,unverifiable,62.5,2025,10,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,76,11,71,1462,unverifiable,51.7,2025,7,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,77,12,72,1351,unverifiable,55.0,2025,10,false
UPSCCSEMains2015APPENDGS1GS2GS4.json,2015,GS4,78,13,73,1446,unverifiable,55.6,2025,9,false
UPSCCSEMains2015GS1.json,2015,GS1,1,1,1,190,variant,92.0,2015,,false
UPSCCSEMains2015GS1.json,2015,GS1,2,2,2,184,exact,97.8,2015,,false
UPSCCSEMains2015GS1.json,2015,GS1,3,3,3,101,exact,100.0,2015,,false
UPSCCSEMains2015GS1.json,2015,GS1,4,4,4,107,orphan,53.3,2015,,false
UPSCCSEMains2015GS1.json,2015,GS1,5,5,5,141,variant,92.8,2015,,false
UPSCCSEMains2015GS1.json,2015,GS1,6,6,6,107,orphan,51.9,2015,,false
UPSCCSEMains2015GS1.json,2015,GS1,7,7,7,80,orphan,63.3,2015,,false
UPSCCSEMains2015GS1.json,2015,GS1,8,8,8,73,orphan,54.2,2024,17,false
UPSCCSEMains2015GS1.json,2015,GS1,9,9,9,82,orphan,60.5,2025,8,false
UPSCCSEMains2015GS1.json,2015,GS1,10,10,10,88,orphan,64.4,2015,,false
UPSCCSEMains2015GS1.json,2015,GS1,11,11,11,104,orphan,59.2,2022,13,false
UPSCCSEMains2015GS1.json,2015,GS1,12,12,12,91,orphan,58.4,2022,14,false
UPSCCSEMains2015GS1.json,2015,GS1,13,13,13,124,orphan,54.2,2025,14,false
UPSCCSEMains2015GS1.json,2015,GS1,14,14,14,111,orphan,51.9,2022,4,false
UPSCCSEMains2015GS1.json,2015,GS1,15,15,15,107,orphan,54.7,2022,13,false
UPSCCSEMains2015GS1.json,2015,GS1,16,16,16,104,orphan,56.3,2015,,false
UPSCCSEMains2015GS1.json,2015,GS1,17,17,17,103,orphan,55.4,2025,14,false
UPSCCSEMains2015GS1.json,2015,GS1,18,18,18,92,orphan,57.0,2025,8,false
UPSCCSEMains2015GS1.json,2015,GS1,19,19,19,119,orphan,62.9,2025,14,false
UPSCCSEMains2015GS1.json,2015,GS1,20,20,20,88,orphan,53.5,2022,13,false
UPSCCSEMains2015GS2.json,2015,GS2,1,1,21,118,orphan,59.1,2022,12,false
UPSCCSEMains2015GS2.json,2015,GS2,2,2,22,137,orphan,52.6,2022,11,false
UPSCCSEMains2015GS2.json,2015,GS2,3,3,23,118,orphan,54.8,2025,15,false
UPSCCSEMains2015GS2.json,2015,GS2,4,4,24,112,orphan,74.1,2025,14,false
UPSCCSEMains2015GS2.json,2015,GS2,5,5,25,108,orphan,55.3,2022,18,false
UPSCCSEMains2015GS2.json,2015,GS2,6,6,26,117,orphan,52.6,2025,1,false
UPSCCSEMains2015GS2.json,2015,GS2,7,7,27,105,orphan,66.7,2025,8,false
UPSCCSEMains2015GS2.json,2015,GS2,8,8,28,117,orphan,56.6,2025,5,false
UPSCCSEMains2015GS2.json,2015,GS2,9,9,29,115,orphan,53.2,2022,11,false
UPSCCSEMains2015GS2.json,2015,GS2,10,10,30,105,orphan,54.5,2022,9,false
UPSCCSEMains2015GS2.json,2015,GS2,11,11,31,136,orphan,55.6,2025,12,false
UPSCCSEMains2015GS2.json,2015,GS2,12,12,32,118,orphan,53.5,2025,13,false
UPSCCSEMains2015GS2.json,2015,GS2,13,13,33,163,orphan,57.9,2025,1,false
UPSCCSEMains2015GS2.json,2015,GS2,14,14,34,120,orphan,58.8,2025,16,false
UPSCCSEMains2015GS2.json,2015,GS2,15,15,35,125,orphan,51.2,2025,6,false
UPSCCSEMains2015GS2.json,2015,GS2,16,16,36,139,orphan,51.9,2025,9,false
UPSCCSEMains2015GS2.json,2015,GS2,17,17,37,107,orphan,56.7,2025,1,false
UPSCCSEMains2015GS2.json,2015,GS2,18,18,38,118,orphan,55.6,2024,20,false
UPSCCSEMains2015GS2.json,2015,GS2,19,19,39,98,orphan,54.6,2025,12,false
UPSCCSEMains2015GS2.json,2015,GS2,20,20,40,154,orphan,51.1,2025,2,false
UPSCCSEMains2015GS4.json,2015,GS4,1a,1a,,101,unverifiable,57.3,2024,8,false
UPSCCSEMains2015GS4.json,2015,GS4,1b,1b,,112,unverifiable,52.8,2024,,false
UPSCCSEMains2015GS4.json,2015,GS4,2a,2a,,143,unverifiable,52.9,2025,16,false
UPSCCSEMains2015GS4.json,2015,GS4,2b,2b,,104,unverifiable,60.0,2022,4,false
UPSCCSEMains2015GS4.json,2015,GS4,3a,3a,,117,unverifiable,57.1,2025,6,false
UPSCCSEMains2015GS4.json,2015,GS4,3b,3b,,136,unverifiable,53.7,2024,,false
UPSCCSEMains2015GS4.json,2015,GS4,4a,4a,,123,unverifiable,55.4,2024,,false
UPSCCSEMains2015GS4.json,2015,GS4,4b,4b,,112,unverifiable,56.4,2024,,false
UPSCCSEMains2015GS4.json,2015,GS4,5a,5a,,132,unverifiable,52.8,2024,19,false
UPSCCSEMains2015GS4.json,2015,GS4,5b,5b,,214,unverifiable,50.5,2022,4,false
UPSCCSEMains2015GS4.json,2015,GS4,6,6,66,141,unverifiable,56.1,2025,12,false
UPSCCSEMains2015GS4.json,2015,GS4,7,7,67,160,unverifiable,49.4,2024,,false
UPSCCSEMains2015GS4.json,2015,GS4,8,8,68,1495,unverifiable,60.0,2025,2,false
UPSCCSEMains2015GS4.json,2015,GS4,9,9,69,1410,unverifiable,52.5,2025,10,false
UPSCCSEMains2015GS4.json,2015,GS4,10,10,70,1603,unverifiable,62.5,2025,10,false
UPSCCSEMains2015GS4.json,2015,GS4,11,11,71,1462,unverifiable,51.7,2025,7,false
UPSCCSEMains2015GS4.json,2015,GS4,12,12,72,1351,unverifiable,55.0,2025,10,false
UPSCCSEMains2015GS4.json,2015,GS4,13,13,73,1446,unverifiable,55.6,2025,9,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,39,1,1,196,unverifiable,56.5,2025,6,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,40,2,2,94,unverifiable,60.9,2024,11,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,41,3,3,128,unverifiable,60.0,2025,2,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,42,4,4,83,unverifiable,58.5,2022,4,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,43,5,5,113,unverifiable,52.7,2022,2,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,44,6,6,78,unverifiable,57.1,2022,12,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,45,7,7,107,unverifiable,51.4,2022,8,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,46,8,8,93,unverifiable,54.9,2022,3,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,47,9,9,154,unverifiable,61.9,2025,12,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,48,10,10,115,unverifiable,54.1,2024,,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,49,11,11,92,unverifiable,56.0,2025,11,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,50,12,12,93,unverifiable,72.8,2015,,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,51,13,13,137,unverifiable,55.6,2024,17,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,52,14,14,72,unverifiable,60.6,2025,14,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,53,15,15,114,unverifiable,53.6,2025,5,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,54,16,16,116,unverifiable,56.5,2025,17,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,55,17,17,72,unverifiable,54.9,2022,1,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,56,18,18,124,unverifiable,54.9,2025,5,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,57,19,19,82,unverifiable,57.0,2025,11,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,58,20,20,108,unverifiable,56.6,2022,20,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,59,1,21,133,unverifiable,52.8,2025,1,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,60,2,22,104,unverifiable,55.4,2022,3,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,61,3,23,123,unverifiable,54.6,2022,13,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,62,4,24,125,unverifiable,70.6,2025,5,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,63,5,25,135,unverifiable,53.5,2024,,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,64,6,26,123,unverifiable,56.7,2025,1,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,65,7,27,88,unverifiable,51.8,2015,9,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,66,8,28,134,unverifiable,55.2,2025,7,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,67,9,29,114,unverifiable,54.5,2025,4,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,68,10,30,107,unverifiable,57.7,2022,13,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,69,11,31,113,unverifiable,59.8,2022,8,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,70,12,32,142,unverifiable,54.6,2025,8,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,71,13,33,131,unverifiable,52.6,2025,1,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,72,14,34,111,unverifiable,54.6,2025,8,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,73,15,35,98,unverifiable,58.3,2025,15,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,74,16,36,151,unverifiable,52.5,2025,10,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,75,17,37,130,unverifiable,55.9,2022,3,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,76,18,38,102,unverifiable,55.4,2015,5,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,77,19,39,134,unverifiable,54.0,2025,16,false
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,78,20,40,131,unverifiable,63.2,2025,14,false
UPSCCSEMains2016GS1.json,2016,GS1,1,1,1,196,unverifiable,56.5,2025,6,false
UPSCCSEMains2016GS1.json,2016,GS1,2,2,2,94,unverifiable,60.9,2024,11,false
UPSCCSEMains2016GS1.json,2016,GS1,3,3,3,128,unverifiable,60.0,2025,2,false
UPSCCSEMains2016GS1.json,2016,GS1,4,4,4,83,unverifiable,58.5,2022,4,false
UPSCCSEMains2016GS1.json,2016,GS1,5,5,5,113,unverifiable,52.7,2022,2,false
UPSCCSEMains2016GS1.json,2016,GS1,6,6,6,78,unverifiable,57.1,2022,12,false
UPSCCSEMains2016GS1.json,2016,GS1,7,7,7,107,unverifiable,51.4,2022,8,false
UPSCCSEMains2016GS1.json,2016,GS1,8,8,8,93,unverifiable,54.9,2022,3,false
UPSCCSEMains2016GS1.json,2016,GS1,9,9,9,154,unverifiable,61.9,2025,12,false
UPSCCSEMains2016GS1.json,2016,GS1,10,10,10,115,unverifiable,54.1,2024,,false
UPSCCSEMains2016GS1.json,2016,GS1,11,11,11,92,unverifiable,56.0,2025,11,false
UPSCCSEMains2016GS1.json,2016,GS1,12,12,12,93,unverifiable,72.8,2015,,false
UPSCCSEMains2016GS1.json,2016,GS1,13,13,13,137,unverifiable,55.6,2024,17,false
UPSCCSEMains2016GS1.json,2016,GS1,14,14,14,72,unverifiable,60.6,2025,14,false
UPSCCSEMains2016GS1.json,2016,GS1,15,15,15,114,unverifiable,53.6,2025,5,false
UPSCCSEMains2016GS1.json,2016,GS1,16,16,16,116,unverifiable,56.5,2025,17,false
UPSCCSEMains2016GS1.json,2016,GS1,17,17,17,72,unverifiable,54.9,2022,1,false
UPSCCSEMains2016GS1.json,2016,GS1,18,18,18,124,unverifiable,54.9,2025,5,false
UPSCCSEMains2016GS1.json,2016,GS1,19,19,19,82,unverifiable,57.0,2025,11,false
UPSCCSEMains2016GS1.json,2016,GS1,20,20,20,108,unverifiable,56.6,2022,20,false
UPSCCSEMains2016GS2.json,2016,GS2,1,1,21,133,unverifiable,52.8,2025,1,false
UPSCCSEMains2016GS2.json,2016,GS2,2,2,22,104,unverifiable,55.4,2022,3,false
UPSCCSEMains2016GS2.json,2016,GS2,3,3,23,123,unverifiable,54.6,2022,13,false
UPSCCSEMains2016GS2.json,2016,GS2,4,4,24,125,unverifiable,70.6,2025,5,false
UPSCCSEMains2016GS2.json,2016,GS2,5,5,25,135,unverifiable,53.5,2024,,false
UPSCCSEMains2016GS2.json,2016,GS2,6,6,26,123,unverifiable,56.7,2025,1,false
UPSCCSEMains2016GS2.json,2016,GS2,7,7,27,88,unverifiable,51.8,2015,9,false
UPSCCSEMains2016GS2.json,2016,GS2,8,8,28,134,unverifiable,55.2,2025,7,false
UPSCCSEMains2016GS2.json,2016,GS2,9,9,29,114,unverifiable,54.5,2025,4,false
UPSCCSEMains2016GS2.json,2016,GS2,10,10,30,107,unverifiable,57.7,2022,13,false
UPSCCSEMains2016GS2.json,2016,GS2,11,11,31,113,unverifiable,59.8,2022,8,false
UPSCCSEMains2016GS2.json,2016,GS2,12,12,32,142,unverifiable,54.6,2025,8,false
UPSCCSEMains2016GS2.json,2016,GS2,13,13,33,131,unverifiable,52.6,2025,1,false
UPSCCSEMains2016GS2.json,2016,GS2,14,14,34,111,unverifiable,54.6,2025,8,false
UPSCCSEMains2016GS2.json,2016,GS2,15,15,35,98,unverifiable,58.3,2025,15,false
UPSCCSEMains2016GS2.json,2016,GS2,16,16,36,151,unverifiable,52.5,2025,10,false
UPSCCSEMains2016GS2.json,2016,GS2,17,17,37,130,unverifiable,55.9,2022,3,false
UPSCCSEMains2016GS2.json,2016,GS2,18,18,38,102,unverifiable,55.4,2015,5,false
UPSCCSEMains2016GS2.json,2016,GS2,19,19,39,134,unverifiable,54.0,2025,16,false
UPSCCSEMains2016GS2.json,2016,GS2,20,20,40,131,unverifiable,63.2,2025,14,false
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,40,1,1,125,unverifiable,50.0,2015,12,false
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,41,2,2,91,unverifiable,54.7,2022,11,false
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,42,3,3,150,unverifiable,55.2,2025,7,false
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,43,4,4,76,unverifiable,53.3,2025,20,false
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,44,5,5,91,unverifiable,58.9,2022,15,false
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,45,6,6,102,unverifiable,53.8,2025,15,false
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,46,7,7,154,unverifiable,51.6,2024,,false
