file,year,paper,question_number,paper_local_number,global_number,en_len,verdict,best_score,ocr_derived
UPSCCSEMains2014GS4.json,2014,GS4,2a,2a,,110,orphan,51.9,true
UPSCCSEMains2014GS4.json,2014,GS4,2b,2b,,115,orphan,47.8,true
UPSCCSEMains2014GS4.json,2014,GS4,3a,3a,,199,orphan,47.4,true
UPSCCSEMains2014GS4.json,2014,GS4,3b,3b,,110,orphan,50.9,true
UPSCCSEMains2014GS4.json,2014,GS4,4a,4a,,103,orphan,48.5,true
UPSCCSEMains2014GS4.json,2014,GS4,4b,4b,,144,orphan,50.7,true
UPSCCSEMains2014GS4.json,2014,GS4,5a,5a,,157,orphan,48.0,true
UPSCCSEMains2014GS4.json,2014,GS4,5b,5b,,135,orphan,48.4,true
UPSCCSEMains2014GS4.json,2014,GS4,6,6,66,111,orphan,51.4,true
UPSCCSEMains2014GS4.json,2014,GS4,7,7,67,118,orphan,48.3,true
UPSCCSEMains2014GS4.json,2014,GS4,8,8,68,1347,orphan,45.2,true
UPSCCSEMains2014GS4.json,2014,GS4,9,9,69,1410,orphan,44.9,true
UPSCCSEMains2014GS4.json,2014,GS4,10,10,70,1507,orphan,45.1,true
UPSCCSEMains2014GS4.json,2014,GS4,11,11,71,1306,orphan,45.8,true
UPSCCSEMains2014GS4.json,2014,GS4,12,12,72,1574,orphan,45.1,true
UPSCCSEMains2014GS4.json,2014,GS4,13,13,73,1324,orphan,45.2,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,39,1,1,196,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,40,2,2,94,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,41,3,3,128,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,42,4,4,83,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,43,5,5,113,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,44,6,6,78,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,45,7,7,107,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,46,8,8,93,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,47,9,9,154,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,48,10,10,115,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,49,11,11,92,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,50,12,12,93,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,51,13,13,137,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,52,14,14,72,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,53,15,15,114,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,54,16,16,116,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,55,17,17,72,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,56,18,18,124,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,57,19,19,82,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS1,58,20,20,108,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,59,1,21,133,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,60,2,22,104,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,61,3,23,123,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,62,4,24,125,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,63,5,25,135,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,64,6,26,123,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,65,7,27,88,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,66,8,28,134,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,67,9,29,114,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,68,10,30,107,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,69,11,31,113,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,70,12,32,142,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,71,13,33,131,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,72,14,34,111,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,73,15,35,98,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,74,16,36,151,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,75,17,37,130,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,76,18,38,102,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,77,19,39,134,unverifiable,,true
UPSCCSEMains2016APPENDGS1GS2.json,2016,GS2,78,20,40,131,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,1,1,1,196,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,2,2,2,94,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,3,3,3,128,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,4,4,4,83,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,5,5,5,113,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,6,6,6,78,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,7,7,7,107,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,8,8,8,93,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,9,9,9,154,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,10,10,10,115,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,11,11,11,92,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,12,12,12,93,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,13,13,13,137,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,14,14,14,72,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,15,15,15,114,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,16,16,16,116,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,17,17,17,72,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,18,18,18,124,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,19,19,19,82,unverifiable,,true
UPSCCSEMains2016GS1.json,2016,GS1,20,20,20,108,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,1,1,21,133,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,2,2,22,104,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,3,3,23,123,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,4,4,24,125,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,5,5,25,135,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,6,6,26,123,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,7,7,27,88,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,8,8,28,134,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,9,9,29,114,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,10,10,30,107,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,11,11,31,113,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,12,12,32,142,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,13,13,33,131,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,14,14,34,111,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,15,15,35,98,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,16,16,36,151,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,17,17,37,130,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,18,18,38,102,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,19,19,39,134,unverifiable,,true
UPSCCSEMains2016GS2.json,2016,GS2,20,20,40,131,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,40,1,1,125,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,41,2,2,91,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,42,3,3,150,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,43,4,4,76,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,44,5,5,91,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,45,6,6,102,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,46,7,7,154,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,47,8,8,46,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,48,9,9,140,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,49,10,10,136,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,50,11,11,176,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,51,12,12,103,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,52,13,13,138,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,53,14,14,85,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,54,15,15,160,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,55,16,16,124,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,56,17,17,88,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,57,18,18,117,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,58,19,19,156,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS1,59,20,20,149,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,60,1,21,182,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,61,2,22,130,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,62,3,23,202,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,63,4,24,151,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,64,5,25,109,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,65,6,26,259,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,66,7,27,140,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,67,8,28,152,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,68,9,29,205,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,69,10,30,144,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,70,11,31,232,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,71,12,32,118,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,72,13,33,218,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,73,14,34,211,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,74,15,35,171,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,75,16,36,187,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,76,17,37,215,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,77,18,38,140,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,78,19,39,188,unverifiable,,true
UPSCCSEMains2017APPENDGS1GS2Essay.json,2017,GS2,79,20,40,161,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,1,1,1,72,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,2,2,2,119,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,3,3,3,87,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,4,4,4,100,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,5,5,5,55,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,6,6,6,60,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,7,7,7,75,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,8,8,8,126,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,9,9,9,155,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,10,10,10,96,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,11,11,11,110,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,12,12,12,102,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,13,13,13,144,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,14,14,14,138,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,15,15,15,100,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,16,16,16,128,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,17,17,17,167,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,18,18,18,113,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,19,19,19,167,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS1,20,20,20,114,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,21,1,21,206,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,22,2,22,190,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,23,3,23,160,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,24,4,24,146,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,25,5,25,195,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,26,6,26,196,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,27,7,27,122,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,28,8,28,158,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,29,9,29,116,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,30,10,30,200,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,31,11,31,146,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,32,12,32,194,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,33,13,33,111,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,34,14,34,154,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,35,15,35,194,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,36,16,36,251,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,37,17,37,188,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,38,18,38,226,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,39,19,39,147,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS2,40,20,40,146,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,41,1,41,186,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,42,2,42,167,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,43,3,43,106,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,44,4,44,145,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,45,5,45,133,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,46,6,46,222,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,47,7,47,143,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,48,8,48,111,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,49,9,49,229,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,50,10,50,190,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,51,11,51,122,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,52,12,52,130,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,53,13,53,191,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,54,14,54,158,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,55,15,55,132,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,56,16,56,146,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,57,17,57,122,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,58,18,58,212,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,59,19,59,311,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS3,60,20,60,314,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,61,1,61,115,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,62,1,61,82,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,63,2,62,129,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,64,2,62,141,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,65,3,63,135,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,66,3,63,259,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,67,4,64,215,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,68,4,64,210,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,69,5,65,223,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,70,5,65,75,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,71,6,66,464,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,72,6,66,82,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,73,6,66,93,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,74,7,67,1388,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,75,8,68,1674,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,76,9,69,1003,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,77,10,70,1191,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,78,11,71,1414,unverifiable,,true
UPSCCSEMains2018ALL.json,2018,GS4,79,12,72,1115,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,1,1,1,129,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,2,2,2,89,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,3,3,3,96,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,4,4,4,63,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,5,5,5,87,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,6,6,6,102,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,7,7,7,119,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,8,8,8,122,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,9,9,9,79,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,10,10,10,107,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,11,11,11,130,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,12,12,12,82,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,13,13,13,136,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,14,14,14,171,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,15,15,15,141,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,16,16,16,112,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,17,17,17,91,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,18,18,18,91,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,19,19,19,77,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS1,20,20,20,131,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS2,21,1,21,164,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS2,22,2,22,149,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS2,23,3,23,160,exact,98.1,true
UPSCCSEMains2020ALL.json,2020,GS2,24,4,24,217,exact,97.2,true
UPSCCSEMains2020ALL.json,2020,GS2,25,5,25,238,exact,99.1,true
UPSCCSEMains2020ALL.json,2020,GS2,26,6,26,182,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS2,27,7,27,146,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS2,28,8,28,139,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS2,29,9,29,100,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS2,30,10,30,131,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS2,31,11,31,229,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS2,32,12,32,254,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS2,33,13,33,294,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS2,34,14,34,209,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS2,35,15,35,221,exact,99.1,true
UPSCCSEMains2020ALL.json,2020,GS2,36,16,36,194,exact,98.9,true
UPSCCSEMains2020ALL.json,2020,GS2,37,17,37,233,exact,98.2,true
UPSCCSEMains2020ALL.json,2020,GS2,38,18,38,195,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS2,39,19,39,135,variant,89.8,true
UPSCCSEMains2020ALL.json,2020,GS2,40,20,40,146,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS3,41,1,41,136,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,42,2,42,137,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,43,3,43,90,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,44,4,44,172,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,45,5,45,80,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,46,6,46,142,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,47,7,47,122,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,48,8,48,134,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,49,9,49,93,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,50,10,50,179,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,51,11,51,200,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,52,12,52,179,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,53,13,53,145,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,54,14,54,115,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,55,15,55,231,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,56,16,56,183,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,57,17,57,106,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,58,18,58,133,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,59,19,59,208,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS3,60,20,60,208,unverifiable,,true
UPSCCSEMains2020ALL.json,2020,GS4,61,1,61,199,orphan,69.8,true
UPSCCSEMains2020ALL.json,2020,GS4,62,1,61,225,orphan,75.9,true
UPSCCSEMains2020ALL.json,2020,GS4,63,2,62,144,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS4,64,2,62,90,variant,88.2,true
UPSCCSEMains2020ALL.json,2020,GS4,65,3,63,66,variant,85.9,true
UPSCCSEMains2020ALL.json,2020,GS4,66,3,63,172,orphan,49.7,true
UPSCCSEMains2020ALL.json,2020,GS4,67,4,64,82,orphan,75.3,true
UPSCCSEMains2020ALL.json,2020,GS4,68,4,64,195,orphan,62.2,true
UPSCCSEMains2020ALL.json,2020,GS4,69,5,65,130,orphan,83.6,true
UPSCCSEMains2020ALL.json,2020,GS4,70,5,65,143,exact,100.0,true
UPSCCSEMains2020ALL.json,2020,GS4,71,6,66,212,orphan,65.5,true
UPSCCSEMains2020ALL.json,2020,GS4,72,6,66,94,orphan,65.2,true
UPSCCSEMains2020ALL.json,2020,GS4,73,6,66,176,orphan,62.9,true
UPSCCSEMains2020ALL.json,2020,GS4,74,7,67,2550,orphan,78.1,true
UPSCCSEMains2020ALL.json,2020,GS4,75,8,68,1642,variant,85.5,true
UPSCCSEMains2020ALL.json,2020,GS4,76,9,69,1256,variant,85.2,true
UPSCCSEMains2020ALL.json,2020,GS4,77,10,70,1954,variant,90.6,true
UPSCCSEMains2020ALL.json,2020,GS4,78,11,71,2582,variant,85.8,true
UPSCCSEMains2020ALL.json,2020,GS4,79,12,72,1364,orphan,66.2,true
UPSCCSEMains2021ALL.json,2021,GS1,1,1,1,84,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,2,2,2,118,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,3,3,3,119,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,4,4,4,81,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,5,5,5,163,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,6,6,6,122,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,7,7,7,101,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,8,8,8,66,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,9,9,9,111,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,10,10,10,82,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,11,11,11,100,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,12,12,12,120,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,13,13,13,116,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,14,14,14,136,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,15,15,15,150,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,16,16,16,94,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,17,17,17,119,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,18,18,18,114,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,19,19,19,101,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS1,20,20,20,115,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS2,21,1,21,198,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS2,22,2,22,130,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS2,23,3,23,121,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS2,24,4,24,104,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS2,25,5,25,150,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS2,26,6,26,144,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS2,27,7,27,125,unverifiable,,true
UPSCCSEMains2021ALL.json,2021,GS2,28,8,28,139,unverifiable,,true
